,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More
1521,TX,Kleberg,32061,26991.086560000003,14282.16459,1575.067527,0.0
1522,WA,Klickitat,20318,15966.10096,13166.32168,3311.655094,482.89534739999993
1523,KY,Knott,16346,16028.1556,15251.09795,49.16382926,0.0
1524,IL,Knox,52919,37130.72943,19204.3717,2144.317198,0.0
1525,IN,Knox,38440,30123.1344,18842.78272,380.2593448,0.0
1526,KY,Knox,31883,26607.85181,21394.33501,503.1894581,0.0
1527,ME,Knox,39736,31914.890639999998,27007.390689999997,1271.731012,0.0
1528,MO,Knox,4131,3297.867841,2935.035243,797.6405445,0.0
1529,NE,Knox,8701,7970.932405,7528.07666,6535.619065,1142.646901
1530,OH,Knox,60921,52915.78401,40547.65611,583.0752007,0.0
1531,TN,Knox,432226,371158.8786,225681.133,0.0,0.0
1532,TX,Knox,3719,1997.3457210000001,1186.230268,469.80246370000003,75.16298191
1533,AK,Kodiak Island,13592,8725.901843000001,2979.839318,948.5835992999998,598.2673036
1534,MN,Koochiching,13311,11127.36794,8888.405676,3384.2721810000003,843.6241744999999
1535,ID,Kootenai,138494,112470.6652,74906.95169,2770.163528,0.0
1536,IN,Kosciusko,77358,67361.18544,57190.2094,1836.458827,0.0
1537,IA,Kossuth,15543,14615.568930000001,10930.30384,5801.806963,31.88353089
1538,WI,La Crosse,114638,84773.43979,46806.64514,512.0054326000001,0.0
1539,AZ,La Paz,20489,18748.59244,16145.64057,8342.781839,4612.444820000001
1540,CO,La Plata,51334,42443.993669999996,32827.80917,4207.445382,51.84813645
1541,IL,La Salle,113924,85944.55093,57114.371329999994,3851.256286,0.0
1542,LA,La Salle,14890,13664.08765,10452.09127,763.1890076000001,0.0
1543,TX,La Salle,6886,6202.063821,4042.3183,2001.9767140000001,1850.928077
1544,IN,LaGrange,37128,34440.0048,32063.5095,463.0461812,0.0
1545,ND,LaMoure,4139,4138.999993,4138.999993,4138.705747,2806.993534
1546,IN,LaPorte,111467,89647.22976,65422.31198,1916.552235,0.0
1547,KS,Labette,21607,17297.53504,11017.92973,2053.0311739999997,0.0
1548,MN,Lac qui Parle,7259,5267.428519,4067.354511,962.5416832000001,0.0
1549,PA,Lackawanna,214437,147504.219,64934.6174,0.0,0.0
1550,MO,Laclede,35571,30151.955189999997,25738.46538,3068.160718,79.46457662
1551,AR,Lafayette,7645,6413.434924,5262.991631,1613.6964679999999,0.0
1552,FL,Lafayette,8870,7918.803814,7390.7356819999995,697.4156034,0.0
1553,LA,Lafayette,221578,169137.3323,90272.92441,0.0,0.0
1554,MO,Lafayette,33381,27030.50713,20978.99456,1201.467935,0.0
1555,MS,Lafayette,47351,44525.31468,37212.69154,3699.291352,0.0
1556,WI,Lafayette,16836,15518.383919999998,13971.7699,2590.373284,0.0
1557,LA,Lafourche,96318,80793.5958,57272.46423,25.66695712,0.0
1558,AK,Lake and Peninsula,1631,1630.999993,1630.999993,1630.999993,1630.698612
1559,MN,Lake of the Woods,4045,3251.581103,3009.660594,1665.974721,125.05792439999999
1560,CA,Lake,64665,52842.19652,39565.6263,94.77641373,43.89263785
1561,CO,Lake,7310,7194.507968000001,7025.915615000001,116.1620342,0.0
1562,FL,Lake,297052,259849.1333,201320.0723,951.7513771,0.0
1563,IL,Lake,703462,558512.6479,296310.4577,0.0,0.0
1564,IN,Lake,496005,361703.1095,173823.8413,0.0,0.0
1565,MI,Lake,11539,10634.63065,9938.113558,1848.3050850000002,0.0
1566,MN,Lake,10866,8291.125925,5721.933751,820.1445846,140.93426530000002
1567,MT,Lake,28746,24838.846840000002,20687.98565,3261.516211,9.176932919
1568,OH,Lake,230041,182865.1965,110466.2457,0.0,0.0
1569,OR,Lake,7895,6443.41709,5050.624561,3199.900138,2708.598328
1570,SD,Lake,11200,8922.913037,5310.357467,1386.889024,0.0
1571,TN,Lake,7832,7094.283244,5799.164073,14.70110096,0.0
1572,AL,Lamar,14564,13387.7543,11266.05217,92.38193741,0.0
1573,GA,Lamar,18317,16083.01849,12453.42383,1.058238032,0.0
1574,MS,Lamar,55658,50883.73936,38400.18688,1489.30442,0.0
1575,TX,Lamar,49793,43100.54241,31502.005419999998,8993.094485,4.270788103
1576,TX,Lamb,13977,7849.8059379999995,3881.440907,206.7047835,0.0
1577,VT,Lamoille,24475,22600.67956,19220.20969,543.1578238,0.0
1578,TX,Lampasas,19677,17498.67569,14497.16249,2354.024574,98.54073299999999
1579,NE,Lancaster,285407,199795.0796,68183.61681,3675.102639,0.0
1580,PA,Lancaster,519445,409512.3109,260540.9299,0.0,0.0
1581,SC,Lancaster,76652,67859.58996,53276.738860000005,362.4457854,0.0
1582,VA,Lancaster,11391,10368.87557,9759.562065,351.8341021,0.0
1583,NV,Lander,5775,3288.049478,2324.851566,874.4123611,590.7403793
1584,KS,Lane,1750,1750.000003,1750.000003,1750.000003,1368.781749
1585,OR,Lane,351715,232289.6004,115119.3905,8714.915458,0.135840916
1586,WI,Langlade,19977,17072.19968,12263.43005,4871.34825,0.0
1587,GA,Lanier,10078,8922.447132,6686.791082,126.0206468,0.0
1588,MI,Lapeer,88319,83304.91317,74344.5661,0.0,0.0
1589,WY,Laramie,91738,72437.4225,37662.799510000004,5898.4964740000005,529.4048661
1590,CO,Larimer,299630,240244.5493,127361.3007,4030.751358,1512.183467
1591,KY,Larue,14193,12609.63643,10103.46485,194.9461351,0.0
1592,CO,Las Animas,15507,13606.249890000001,8673.360116,3913.495185,1063.893456
1593,CA,Lassen,34895,29487.49561,24401.30413,8222.366920999999,4078.962639
1594,ID,Latah,37244,23542.2899,13247.75294,4524.385668,0.0
1595,OK,Latimer,11154,9953.544115,8707.708573,2086.281071,0.0
1596,AL,Lauderdale,92709,80006.82403999999,57442.0665,1532.355933,0.0
1597,MS,Lauderdale,80261,68718.8245,51573.78712,2470.197434,0.0
1598,TN,Lauderdale,27815,24603.71492,19655.60509,55.38091878,0.0
1599,KY,Laurel,58849,54602.05951,44915.19437,214.21211430000002,0.0
1600,GA,Laurens,48434,41396.90335,32841.795939999996,1133.201056,0.0
1601,SC,Laurens,66537,62538.98385,55612.7623,31.46842897,0.0
1602,TX,Lavaca,19263,16815.26564,13073.49261,2499.935123,2.568253084
1603,AL,Lawrence,34339,31642.687939999996,28715.35749,1077.906966,0.0
1604,AR,Lawrence,17415,13810.310609999999,10164.13886,4124.396564,0.0
1605,IL,Lawrence,16833,12062.34328,11171.60401,74.26454425,0.0
1606,IN,Lawrence,46134,39118.84913,30326.966519999998,789.0978098999999,0.0
1607,KY,Lawrence,15860,14694.51865,12033.69695,1489.200965,0.0
1608,MO,Lawrence,38634,33770.28978,24594.5761,886.3069478,0.0
1609,MS,Lawrence,12929,12050.94147,11021.306840000001,2636.692548,0.0
1610,OH,Lawrence,62450,49487.55093,35988.26696,2779.580614,0.0
1611,PA,Lawrence,91108,81985.76069,65055.2162,0.0,0.0
1612,SD,Lawrence,24097,19355.51427,11923.34814,344.7966005,0.011205488000000001
1613,TN,Lawrence,41869,37807.311030000004,32627.010960000003,1323.812251,0.0
1614,OK,Le Flore,50384,41541.42707,35076.81261,4460.471282,304.1381725
1615,MN,Le Sueur,27703,19334.41979,12733.35747,0.0,0.0
1616,NM,Lea,64727,46655.308769999996,22184.47833,1933.5460030000002,1339.21918
1617,MS,Leake,23805,21843.66462,19612.3659,2622.794596,0.0
1618,KS,Leavenworth,76227,66753.68652,41694.87341,357.3766246,0.0
1619,PA,Lebanon,133568,100235.4481,67913.64184,0.0,0.0
1620,AL,Lee,140247,123396.1299,92138.14199,432.76282589999994,0.0
1621,AR,Lee,10424,10348.4746,8415.132273000001,1541.851487,0.0
1622,FL,Lee,618754,514129.0175,302368.2023,0.0,0.0
1623,GA,Lee,28298,24604.26152,19116.31721,7.245832844,0.0
1624,IA,Lee,35862,23704.87167,16156.364419999998,3605.826896,0.0
1625,IL,Lee,36031,27662.2307,21001.34497,760.8053987000001,0.0
1626,KY,Lee,7887,7427.155254,6617.407566,1.287777897,0.0
1627,MS,Lee,82910,71754.09223,54526.5812,0.0,0.0
1628,NC,Lee,57866,52821.07043,40881.68938,0.0,0.0
1629,SC,Lee,19220,17304.45542,15584.820240000001,839.7485715,0.0
1630,TX,Lee,16612,13833.4792,11036.014959999999,1073.726148,0.0
1631,VA,Lee,25587,22446.30718,20685.37354,0.0,0.0
1632,MI,Leelanau,21708,20665.12591,19462.32443,3363.001296,0.0
1633,MS,Leflore,32317,27495.511280000002,15759.682209999999,1508.708516,0.0
1634,PA,Lehigh,349497,244018.3352,130996.3686,486.6822085,0.0
1635,ID,Lemhi,7936,7300.8103439999995,6147.540513,2011.147862,940.7240159
1636,MI,Lenawee,99892,88720.95644,70100.99317,10.43254189,0.0
1637,NC,Lenoir,59495,45533.26089,35159.28093,0.0,0.0
1638,FL,Leon,275487,228031.3224,129310.1775,1116.413269,0.0
1639,TX,Leon,16801,14482.835930000001,12701.7094,3423.096288,0.0
1640,KY,Leslie,11310,10874.52647,10355.598820000001,423.43080039999995,0.0
1641,KY,Letcher,24519,22488.08154,19964.69601,0.0,0.0
1642,FL,Levy,40801,37700.80571,33829.443119999996,3954.456104,585.6218629
1643,MT,Lewis and Clark,63395,51222.434030000004,33837.17264,4128.982059,2608.5463879999998
1644,ID,Lewis,3821,2927.861228,2493.282155,1852.740893,58.14928609
1645,KY,Lewis,13870,12719.96764,11183.65678,154.06184960000002,0.0
1646,MO,Lewis,10211,9930.587443999999,8326.315934,4239.897235,70.31102911
1647,NY,Lewis,27087,25245.20577,22686.67082,3658.4319880000003,0.0
1648,TN,Lewis,12161,10719.74747,8707.688893999999,64.58262173,0.0
1649,WA,Lewis,75455,63292.751079999995,50074.86961,6610.520985,0.067663458
1650,WV,Lewis,16372,13342.89119,11379.18166,638.9244467,0.0
1651,SC,Lexington,262391,227501.3589,159127.5216,38.15427293,0.0
1652,VA,Lexington,7042,2019.218132,16.902360199999997,0.0,0.0
1653,FL,Liberty,8365,7941.7840129999995,7233.951171,2170.924,2.592693707
1654,GA,Liberty,63453,57205.52873,41311.66334,385.6928256,0.0
1655,MT,Liberty,2339,2116.2563370000003,1495.555157,1178.9599970000002,715.7319213
1656,TX,Liberty,75643,68161.17794,59453.90931,7069.04466,0.0
1657,OH,Licking,166492,135484.8716,93943.90659,160.03868169999998,0.0
1658,AL,Limestone,82782,76598.07567,66230.94231,551.3784895,0.0
1659,TX,Limestone,23384,19592.50221,13599.49889,3557.1174140000003,0.0
1660,AR,Lincoln,14134,14070.344480000002,13926.48054,4852.667875,0.0
1661,CO,Lincoln,5467,4016.9539979999995,2849.0185260000003,1253.472836,674.5456465
1662,GA,Lincoln,7996,7450.70974,6539.914903,446.8071073,0.0
1663,ID,Lincoln,5208,5207.999997,5207.999997,5074.030993,1244.048392
1664,KS,Lincoln,3241,2286.901636,1913.701543,1028.058137,4.37147365
1665,KY,Lincoln,24742,22685.33081,20161.64734,718.7242784,0.0
1666,LA,Lincoln,46735,41741.97622,33459.34468,978.0543387,0.0
1667,ME,Lincoln,34457,32187.357930000002,28693.40354,1483.438243,0.0
1668,MN,Lincoln,5896,5895.999997999999,5895.999997999999,5686.605512,1720.7847649999999
1669,MO,Lincoln,52566,50145.19361,45434.33465,2509.476361,0.0
1670,MS,Lincoln,34869,31678.36983,26922.4015,4578.976326,0.0
1671,MT,Lincoln,19687,16318.45977,12924.40446,2619.576325,571.1081967
1672,NC,Lincoln,78265,72727.19767000001,62937.09752,0.0,0.0
1673,NE,Lincoln,36288,28434.26732,15768.580469999999,3260.373376,1034.214658
1674,NM,Lincoln,20497,19158.82311,16684.0245,2901.43598,796.3988694
1675,NV,Lincoln,5345,5345.000008,5345.000008,5345.000008,5345.000008
1676,OK,Lincoln,34273,32041.9356,27628.759319999997,6449.882296,0.0
1677,OR,Lincoln,46034,31997.94365,24427.8959,1154.151715,0.0
1678,SD,Lincoln,44828,38595.90933,30139.86682,32.80843931,0.0
1679,TN,Lincoln,33361,30607.474860000002,26788.89325,3864.7404539999998,0.0
1680,WA,Lincoln,10570,9569.760948000001,8806.095534,7517.221317,1870.7714879999999
1681,WI,Lincoln,28743,26213.920869999998,19024.59957,2350.434345,0.0
1682,WV,Lincoln,21720,19569.85641,17357.26582,0.0,0.0
1683,WY,Lincoln,18106,15540.471109999999,13030.15756,1914.536508,1134.47413
1684,IA,Linn,211226,169246.6434,94646.18929,1.29437542,0.0
1685,KS,Linn,9656,8184.908337000001,7583.714462999999,3325.913762,0.0
1686,MO,Linn,12761,9905.861812000001,7037.658858,2211.7014010000003,0.0
1687,OR,Linn,116672,95581.42231000001,66017.51639,2951.6391989999997,2.6821750769999997
1688,TX,Lipscomb,3302,3302.000007,3302.000007,3301.985263,1599.897023
1689,CT,Litchfield,189927,152233.0066,108115.81599999999,7.435047194,0.0
1690,AR,Little River,13171,11350.72759,8846.516899,30.74937945,0.0
1691,TX,Live Oak,11531,9798.195918000001,7573.262198,1181.235303,2.332811108
1692,IL,Livingston,38950,30856.965439999996,21118.719680000002,1143.7416779999999,0.0
1693,KY,Livingston,9519,8962.227906999999,8406.581337,134.7221561,0.0
1694,LA,Livingston,128026,116907.8237,94782.27242000001,899.7526471000001,0.0
1695,MI,Livingston,180967,163522.8026,132154.8389,0.0,0.0
1696,MO,Livingston,15195,12279.263340000001,7752.803295999999,851.4385823999999,0.0
1697,NY,Livingston,65393,56331.5737,45652.46148,0.0,0.0
1698,TX,Llano,19301,17232.16354,14761.290830000002,1985.864672,0.48044811600000004
1699,AR,Logan,22353,20821.97469,17769.77867,1617.7000380000002,0.0
1700,CO,Logan,22709,16637.2674,11308.643829999999,3597.3248369999997,380.0274447
1701,IL,Logan,30305,24957.38065,17182.3299,5103.532014,0.0
1702,KS,Logan,2756,1687.0328530000002,745.0328887999999,502.559402,305.7606395
1703,KY,Logan,26835,21895.04691,18446.0251,328.4706075,0.0
1704,ND,Logan,1990,1990.000001,1990.000001,1907.0643,911.6036419
1705,NE,Logan,763,762.9999982999999,762.9999982999999,762.9999982999999,757.289347
1706,OH,Logan,45858,35659.116,25837.07967,79.10259844,0.0
1707,OK,Logan,41848,38404.71352,35037.83818,3754.2318479999994,0.0
1708,WV,Logan,36743,34382.64189,28821.99572,7.123065092999999,0.0
1709,GA,Long,14464,14464.00002,14464.00002,611.0384534,0.0
1710,AR,Lonoke,68356,61402.568210000005,48915.34125,947.0687909,0.0
1711,OH,Lorain,301356,240321.9424,138135.87900000002,0.0,0.0
1712,NM,Los Alamos,17950,15582.02966,9959.868742,0.0,0.0
1713,CA,Los Angeles,9818605,3932731.512,742674.8591,3671.256904,437.17641050000003
1714,TN,Loudon,48556,45087.17961,39911.46567,0.0,0.0
1715,VA,Loudoun,312311,221023.1663,97838.4292,12.92429605,0.0
1716,IA,Louisa,11387,9307.592953,7422.821625,137.01764939999998,0.0
1717,VA,Louisa,33153,32018.093380000002,30613.37219,778.8507077,0.0
1718,NE,Loup,632,632.0000016,632.0000016,506.3783431,131.1116134
1719,OK,Love,9423,8910.431513,7482.741431999999,2033.079702,0.0
1720,TX,Loving,82,81.99999951,81.99999951,81.99999951,72.92272693
1721,AL,Lowndes,11299,11266.28989,11241.543529999999,5502.701934000001,0.0
1722,GA,Lowndes,109233,95369.38668,58167.049470000005,82.12840953,0.0
1723,MS,Lowndes,59779,48341.499560000004,37385.55674,200.8594261,0.0
1724,TX,Lubbock,278831,218290.2284,104470.3013,495.87172599999997,0.0
1725,IA,Lucas,8898,8309.131024,6092.783027,742.1960015999999,0.0
1726,OH,Lucas,441815,302918.7984,107312.8514,0.0,0.0
1727,MI,Luce,6631,3983.0749630000005,3077.0143789999997,773.2397365,77.95161477
1728,GA,Lumpkin,29966,28985.000630000002,26239.184269999998,38.58211837,0.0
1729,NM,Luna,25095,21824.149409999998,14825.12275,3298.803276,2013.4648539999998
1730,VA,Lunenburg,12914,12318.72074,10476.3198,4.557930466,0.0
1731,PA,Luzerne,320918,222488.9205,124920.4294,0.08568789800000001,0.0
1732,PA,Lycoming,116111,98234.62154,61625.56812999999,3830.6624549999997,0.0
1733,SD,Lyman,3755,3564.908452,3346.256663,2026.3744,1274.264267
1734,VA,Lynchburg,75568,57756.072479999995,22477.868919999997,0.0,0.0
1735,TX,Lynn,5915,4230.3025450000005,3257.1282760000004,2004.3332289999998,0.0
1736,IA,Lyon,11581,10177.73871,8985.98832,1865.014214,0.0
1737,KS,Lyon,33690,20360.089330000003,9690.453413,2789.991785,0.0
1738,KY,Lyon,8314,8113.732767,7555.856554999999,138.4104251,0.0
1739,MN,Lyon,25857,20730.37031,12626.892109999999,5585.2820679999995,2.9645644819999997
1740,NV,Lyon,51980,51090.14736,46109.27046,5923.522421,204.1225711
1741,MI,Mackinac,11113,10038.92607,8347.329781,2692.199271,45.68043468
1742,MI,Macomb,840978,598478.4993,231182.5339,0.0,0.0
1743,AL,Macon,21452,20173.82332,16708.0525,2228.230537,0.0
1744,GA,Macon,14740,13378.86714,11042.131309999999,87.36436195,0.0
1745,IL,Macon,110768,93991.52698,56604.80599,638.4983379,0.0
1746,MO,Macon,15566,13194.5582,10583.7846,1095.594246,0.0
1747,NC,Macon,33922,31328.599939999996,27240.61363,799.4446665,0.0
1748,TN,Macon,22248,18611.45796,16111.76634,0.0,0.0
1749,IL,Macoupin,47765,36243.770039999996,25104.04241,1034.470041,0.0
1750,CA,Madera,150865,115885.48,82037.60643,640.2751169,0.0
1751,AL,Madison,334811,291077.6752,197625.5489,376.88540539999997,0.0
1752,AR,Madison,15717,14513.344480000002,13438.62877,4103.6769,128.8873093
1753,FL,Madison,19224,17767.13002,15142.938919999999,3965.265094,0.0
1754,GA,Madison,28120,27624.96734,25632.6685,598.1879832999999,0.0
1755,IA,Madison,15679,11889.83502,9233.091256,2690.845266,0.0
1756,ID,Madison,37536,30691.017389999997,18580.3568,91.62132098,0.0
1757,IL,Madison,269282,215344.8571,136554.6682,7.72610154,0.0
1758,IN,Madison,131636,103681.6611,66398.85457000001,0.0,0.0
1759,KY,Madison,82916,69710.88151,44898.94236,12.27086163,0.0
1760,LA,Madison,12093,8856.345686,4442.046278,424.49102189999996,0.0
1761,MO,Madison,12226,10992.12507,8026.210201000001,1476.0650289999999,0.0
1762,MS,Madison,95203,83504.63183,55923.24367,3113.997198,0.0
1763,MT,Madison,7691,7253.651043000001,6948.541681000001,2837.960161,263.7471062
1764,NC,Madison,20764,19318.25481,17788.99272,2069.8504359999997,0.0
1765,NE,Madison,34876,24275.79757,16165.776930000002,2698.324659,0.0
1766,NY,Madison,73442,65506.50591,50055.69175,14.75371906,0.0
1767,OH,Madison,43435,36163.15695,30072.340739999996,0.0,0.0
1768,TN,Madison,98294,82952.91021,53202.45921,1915.7252899999999,0.0
1769,TX,Madison,13664,11477.57228,9312.636865,3605.362736,0.0
1770,VA,Madison,13308,12824.5217,12307.07507,246.8463852,0.0
1771,KY,Magoffin,13333,12563.17745,11315.29019,106.71513470000001,0.0
1772,IA,Mahaska,22381,18082.6542,12588.601120000001,2879.338071,0.0
1773,MN,Mahnomen,5413,4318.049436,3955.449403,1904.716095,24.13523004
1774,OH,Mahoning,238823,187107.9821,105944.1305,0.0,0.0
1775,OK,Major,7527,6543.325081,5300.040792,3326.9711,387.9385575
1776,OR,Malheur,31313,22382.35137,13180.593190000001,1811.7935,1153.664699
1777,VA,Manassas Park,14273,12721.159679999999,5351.611356,0.0,0.0
1778,VA,Manassas,37821,18072.719230000002,2314.029888,0.0,0.0
1779,FL,Manatee,322833,234907.3195,125048.4342,5226.149654999999,0.0
1780,MI,Manistee,24733,19700.42108,16967.94368,52.36350483,0.0
1781,WI,Manitowoc,81442,64776.07772,43734.651860000005,4.087583899,0.0
1782,WI,Marathon,134063,113685.8914,82951.31296,5503.922334000001,0.0
1783,AL,Marengo,21027,16794.86772,12841.15753,5363.061745,0.0
1784,AZ,Maricopa,3817117,2479304.557,862842.5043,22979.37617,1493.506733
1785,MO,Maries,9176,8148.2855420000005,6990.640442,502.96809580000007,0.0
1786,CA,Marin,252409,137683.6,56326.77726,408.9601033,0.0
1787,WI,Marinette,41749,36473.69822,26832.49008,4453.502881,0.657209108
1788,AL,Marion,30776,27686.639410000003,22754.74193,397.6136499,0.0
1789,AR,Marion,16653,15139.42159,12869.89605,2255.376704,0.0
1790,FL,Marion,331298,295983.1254,218180.69100000002,415.3528027,0.0
1791,GA,Marion,8742,8742.000026,8742.000026,8092.881601000001,0.0
1792,IA,Marion,33309,27347.334839999996,18528.16384,2674.7565670000004,0.0
1793,IL,Marion,39437,32987.7626,24001.08024,3979.789172,0.0
1794,IN,Marion,903393,656264.2944,265314.539,0.0,0.0
1795,KS,Marion,12660,10974.84199,8703.836540999999,2996.3033219999998,0.0
1796,KY,Marion,19820,17165.00831,13205.55889,205.3106509,0.0
1797,MO,Marion,28781,20572.77524,10171.35951,1350.4856869999999,0.13422183699999998
1798,MS,Marion,27088,25727.40846,21237.31959,2833.17803,0.0
1799,OH,Marion,66501,58302.664410000005,42355.2027,2596.81637,0.0
1800,OR,Marion,315335,220352.9631,93537.66066000001,269.4062684,0.0
1801,SC,Marion,33062,28478.038610000003,20405.73402,25.11973179,0.0
1802,TN,Marion,28237,26613.08744,22004.13886,0.523926366,0.0
1803,TX,Marion,10546,9691.050012,8712.384063,1154.448949,0.0
1804,WV,Marion,56418,47171.08088,31196.459239999996,4.212099992,0.0
1805,CA,Mariposa,18251,17666.01591,16652.20289,3155.777443,1047.1812380000001
1806,SC,Marlboro,28933,25963.798909999998,19528.64002,414.83432810000005,0.0
1807,MI,Marquette,67077,50800.53267,32936.88767,3670.4324420000003,442.5854749
1808,WI,Marquette,15404,13902.4526,12235.31556,255.7314701,0.0
1809,AL,Marshall,93019,82975.95211,65157.20262999999,0.0,0.0
1810,IA,Marshall,40648,32564.74951,19092.69547,5335.943577,0.0
1811,IL,Marshall,12640,9784.789374,8275.618129,1624.527769,0.0
1812,IN,Marshall,47051,42155.31338,33390.745310000006,2213.159372,0.0
1813,KS,Marshall,10117,7589.707372,5320.469834,1243.709909,0.0
1814,KY,Marshall,31448,28054.575310000004,24439.46005,617.7163052,0.0
1815,MN,Marshall,9439,8996.256048000001,7907.329959000001,6071.745779,944.1006375
1816,MS,Marshall,37144,33366.648960000006,30847.21289,5681.970353,0.0
1817,OK,Marshall,15840,13893.14744,11169.19699,909.3372368999999,0.0
1818,SD,Marshall,4656,3556.525113,3309.468818,2346.7193469999997,0.0
1819,TN,Marshall,30617,27217.45447,20086.91678,615.9456497,0.0
1820,WV,Marshall,33107,29771.472380000003,22856.86607,2426.963058,0.0
1821,FL,Martin,146318,118619.2496,71534.62591,673.5503432,0.0
1822,IN,Martin,10334,8423.995202,6559.426469,192.92475919999998,0.0
1823,KY,Martin,12929,12477.80885,11209.97795,38.60896944,0.0
1824,MN,Martin,20840,18472.3051,14388.7452,5506.939657,0.0
1825,NC,Martin,24505,22609.08542,19255.99378,91.93799898,0.0
1826,TX,Martin,4799,3286.681657,2228.512076,1011.318475,227.6383732
1827,VA,Martinsville,13821,11306.48244,3543.446997,0.0,0.0
1828,IL,Mason,14666,9943.564043,7300.716015000001,814.4426636,0.0
1829,KY,Mason,17490,14263.32116,11581.09122,211.92692000000002,0.0
1830,MI,Mason,28705,23832.60683,19257.55214,172.4576879,0.0
1831,TX,Mason,4012,3317.1093260000002,2101.41647,835.5360297999999,0.10446891900000001
1832,WA,Mason,60699,55242.087929999994,48207.429110000005,914.9031395,0.0
1833,WV,Mason,27324,25839.10168,23573.92747,1920.391935,0.0
1834,IL,Massac,15429,12386.39709,9474.984516,474.9957402,0.0
1835,TX,Matagorda,36702,30970.84413,21757.44369,5805.801761,5.63743844
1836,AK,Matanuska-Susitna,88995,84930.70946,74161.32462999999,5902.229939,860.9906145
1837,VA,Mathews,8978,8602.897189,8185.895356,0.0,0.0
1838,HI,Maui,154834,121839.2357,80854.19138999999,1961.0279480000002,0.0
1839,TN,Maury,80956,67871.53222000001,51410.356869999996,1761.2659600000002,0.0
1840,TX,Maverick,54258,43084.61829,25155.340669999998,950.9151696,21.36913301
1841,OK,Mayes,41259,34339.70925,27030.244889999998,181.4321456,0.0
1842,OK,McClain,34506,32276.049219999997,28553.96221,1545.60223,0.0
1843,MT,McCone,1734,1734.0000079999998,1733.909918,1596.989015,1413.162188
1844,SD,McCook,5618,5617.999993,5617.338859,4514.989303,0.0
1845,SC,McCormick,10233,9658.193055,8599.186016,636.0624459,0.0
1846,KY,McCracken,65565,55739.16044,32425.42207,10.57863816,0.0
1847,KY,McCreary,18306,17570.41531,15823.889580000001,866.4058879,0.0
1848,TX,McCulloch,8283,5504.961888,3191.6030100000003,1126.357272,155.5959232
1849,OK,McCurtain,33151,29124.62097,23214.76814,4653.236545000001,2123.1727809999998
1850,MO,McDonald,23083,21041.19983,18398.57558,1698.940809,0.0
1851,IL,McDonough,32612,27426.500239999998,17679.5081,1966.819139,0.0
1852,NC,McDowell,44996,40905.613410000005,34850.06066,573.0527559999999,0.0
1853,WV,McDowell,22113,19782.24583,18113.34399,753.7637323,0.0
1854,GA,McDuffie,21875,19784.52894,14660.76979,174.6200556,0.0
1855,IL,McHenry,308760,269614.0647,193606.1341,0.0,0.0
1856,ND,McHenry,5395,5395.000000999999,5395.000000999999,5395.000000999999,2486.314221
1857,GA,McIntosh,14333,13473.98217,11300.74281,459.6240376,0.0
1858,ND,McIntosh,2809,1387.766792,1011.269603,558.9309544,27.32696896
1859,OK,McIntosh,20252,16918.46514,14898.666809999999,2583.392054,0.0
1860,PA,McKean,43450,32697.336710000003,23215.897409999998,171.83841950000001,0.0
1861,ND,McKenzie,6360,5023.883203,4567.657422,2862.323584,453.21050690000004
1862,NM,McKinley,71492,64026.08409,56616.86565,31986.044469999997,12811.04334
1863,IL,McLean,169572,136785.1688,81941.49266,2265.299016,0.0
1864,KY,McLean,9531,8205.687057,7219.097959000001,2.8740758339999997,0.0
1865,ND,McLean,8962,7687.718089,6234.553793,4944.006611,830.5610007
1866,TX,McLennan,234906,198115.6414,130966.0088,4371.282153,0.0
1867,MN,McLeod,36651,29637.5955,21655.08266,1321.580329,0.0
1868,TN,McMinn,52266,48210.13195,40174.11548,0.0,0.0
1869,TX,McMullen,707,706.9999968,706.9999968,692.8615667,454.9310717
1870,TN,McNairy,26075,25490.91747,23903.24905,649.4247864,0.0
1871,KS,McPherson,29180,22828.35983,15277.123269999998,3535.7350579999998,0.0
1872,NE,McPherson,539,539.0000052,539.0000052,539.0000052,513.9721471
1873,SD,McPherson,2459,1701.761602,1562.48189,1370.012246,375.63262569999995
1874,KS,Meade,4575,3289.4689710000002,2823.930488,2320.270793,8.274971517
1875,KY,Meade,28602,27824.39547,25932.231040000002,1132.1231710000002,0.0
1876,SD,Meade,25434,20294.79956,12836.8471,1716.821048,1060.802956
1877,MT,Meagher,1891,1890.999996,1890.999996,1890.999996,1887.8869899999997
1878,NC,Mecklenburg,919628,676012.5542,278001.6089,0.0,0.0
1879,VA,Mecklenburg,32727,30227.764710000003,25232.75399,2056.8767589999998,0.0
1880,MI,Mecosta,42798,41017.806260000005,35854.03118,1022.146908,0.0
1881,OH,Medina,172332,145267.5122,107591.6793,0.0,0.0
1882,TX,Medina,46006,42933.570139999996,36402.94128,1529.9597,21.81382636
1883,MN,Meeker,23300,20290.68989,17226.64184,2656.814809,0.0
1884,OH,Meigs,23770,23202.02318,20975.99397,2854.387091,0.0
1885,TN,Meigs,11753,11161.97617,10077.22005,95.08794762,0.0
1886,SD,Mellette,2048,2048.000003,2048.000003,2034.8763399999998,703.7668542
1887,IL,Menard,12705,10366.31854,8097.447676999999,29.59495845,0.0
1888,TX,Menard,2242,1739.898236,1286.8751439999999,454.7534602,13.02821279
